1192.339,521.7485,1191.9889,520.32916,1343.534,751.0467,1345.8196,773.16595,1150.0939,521.13043,1437.5936,752.9766,1170.3695068359375,520.5,1388.1180419921875,749.715087890625
1161.8821,558.8559,1185.527,530.5873,1342.3726,754.4352,1344.4131,772.4004,1146.3757,540.3325,1437.6603,753.6184,1167.1395263671875,543.3541259765625,1387.5313720703125,750.988037109375
1166.901,558.9499,1186.1201,536.22797,1340.4489,758.5917,1343.2938,772.8895,1148.0862,543.8172,1436.563,756.36066,1167.452392578125,546.4722290039062,1386.78564453125,758.8101806640625
1166.2562,561.8277,1186.9185,536.50134,1346.1611,734.1392,1343.3633,774.2174,1149.1921,546.46515,1440.0,740.9033,1168.968017578125,548.0538330078125,1386.586181640625,745.8635864257812
1178.3588,555.272,1184.4343,538.5457,1349.2351,728.2773,1343.0797,774.10876,1152.3086,544.6091,1440.0,738.99615,1170.8934326171875,547.6239013671875,1386.3343505859375,745.5131225585938
1181.4199,558.1826,1190.247,543.64154,1346.5348,733.28937,1342.0537,772.8535,1156.6775,545.55347,1440.0,739.4631,1173.5501708984375,549.3074951171875,1386.1561279296875,745.2806396484375
1186.1807,557.03174,1193.4507,544.7053,1351.2676,732.1196,1342.6045,770.77344,1156.5171,544.8729,1440.0,739.2504,1176.948974609375,551.041748046875,1385.7054443359375,745.235595703125
1198.3876,551.243,1198.7068,547.72205,1350.9347,724.84875,1339.6022,771.9002,1162.4274,542.8795,1439.895,735.9176,1180.79345703125,547.4752197265625,1384.5391845703125,745.1722412109375
1203.5902,554.00195,1204.9092,550.3707,1347.769,717.7625,1335.3362,774.5549,1170.0964,544.0902,1436.4882,733.8676,1186.740966796875,549.06005859375,1381.7425537109375,744.7757568359375
1206.0267,558.4318,1213.6698,548.1432,1337.8481,729.2284,1328.3406,774.65625,1176.87,544.1768,1433.5255,736.87445,1195.12109375,550.4498291015625,1379.6124267578125,744.6607666015625
1225.8495,553.5353,1227.9788,551.9738,1341.953,713.9707,1326.5859,770.47675,1189.237,543.261,1437.9198,729.6238,1208.2545166015625,548.8911743164062,1377.685546875,744.0735473632812
1236.9438,553.2045,1248.1964,542.0986,1334.666,719.6504,1323.297,768.1319,1209.3982,538.85254,1432.5261,729.50494,1229.18603515625,545.482177734375,1375.55908203125,743.2686767578125
1297.3131,482.26218,1298.563,474.9541,1332.3158,716.4442,1320.6781,764.50507,1266.1484,471.41733,1433.062,727.24603,1283.098876953125,476.34820556640625,1373.892578125,742.2611694335938
1314.3221,501.29678,1315.4075,500.6574,1328.7004,716.7458,1317.2854,767.9445,1276.2062,491.1482,1427.7869,726.5707,1295.0751953125,496.35357666015625,1371.289794921875,741.6220703125
1330.8015,493.51257,1330.5325,493.23773,1326.8885,712.1139,1314.1287,764.2369,1294.3132,484.45514,1427.2855,724.61664,1313.10498046875,489.57958984375,1369.546142578125,739.8788452148438
1347.5253,488.81458,1346.9747,489.09637,1323.008,715.26056,1313.6572,765.59717,1311.7743,479.21274,1425.7896,727.22754,1327.95751953125,484.42388916015625,1369.9422607421875,740.1082763671875
1360.9718,496.91827,1362.4307,495.43695,1320.781,713.5098,1308.5181,769.2829,1324.774,487.28796,1423.1901,725.3908,1342.927001953125,492.5504455566406,1368.06396484375,740.6040649414062
1373.6975,502.18933,1376.636,501.01788,1319.9924,716.127,1309.778,767.59424,1337.1855,492.75647,1423.3604,725.7,1355.453857421875,496.5667419433594,1368.02294921875,740.0439453125
1376.8179,508.97192,1382.6345,507.1165,1319.4667,714.32166,1308.4229,768.46045,1341.6364,496.44284,1421.4382,725.9934,1360.491943359375,499.7384033203125,1367.6427001953125,739.7860107421875
1386.7749,508.38922,1388.6519,505.67548,1318.6285,714.9839,1308.1926,768.6755,1349.1577,497.10364,1422.8115,724.95337,1368.067626953125,500.4822998046875,1367.9500732421875,739.96435546875
nan,nan,nan,nan,1324.4193,713.2343,1309.6235,765.31085,nan,nan,1423.3508,721.6948,nan,nan,1367.753662109375,739.1302490234375
1379.447,517.6191,1387.5189,513.34106,1324.6,713.2002,1310.1082,765.82275,1339.0675,506.20212,1424.1199,723.1591,1361.625,510.453857421875,1367.693115234375,739.4482421875
1379.5938,513.06226,1378.9961,515.01337,1318.4325,717.19135,1308.0736,766.9136,1333.5742,502.09525,1421.8048,726.7676,1355.9765625,508.2998046875,1368.06005859375,739.55908203125
1369.2915,517.5476,1370.3368,517.93945,1324.072,713.54095,1309.551,765.7927,1324.5892,504.70007,1424.094,723.26056,1346.56494140625,511.623291015625,1367.7138671875,739.47509765625
1327.5664,536.92365,1356.4163,515.56274,1324.5765,715.7488,1311.2112,763.18445,1310.4263,515.8242,1426.5532,724.9494,1334.4007568359375,522.0912475585938,1368.20068359375,740.3173828125
1317.6069,530.3217,1341.8276,513.2969,1320.1113,716.6808,1310.0939,767.5618,1294.0969,511.8744,1424.5089,726.5437,1317.5150146484375,519.1033935546875,1368.42578125,740.0848388671875
1299.6027,528.83374,1326.3959,504.1596,1327.7969,712.94336,1314.887,764.45984,1275.693,507.94324,1426.7802,725.69244,1300.136474609375,512.9908447265625,1369.614501953125,739.4534912109375
